1100 0.06989765167236328 50
1110 0.09220099449157715 50
1120 0.09055781364440918 50
1130 0.11065506935119629 50
1140 0.46813106536865234 50
1150 1.5151572227478027 50
1160 136.85074639320374 0
1170 75.4134886264801 0
1180 69.3430609703064 0
1190 42.13216972351074 0
1200 41.94367742538452 0
1210 32.6299102306366 0
1220 24.48914074897766 0
1230 20.795823574066162 0
1240 9.603727340698242 0
1250 7.644353151321411 0
1260 6.698913335800171 0
1270 4.196502685546875 0
1280 2.755350351333618 0
1290 3.23183012008667 0
